created_time,is_popular,id,shares,reactions_like,reactions_love,reactions_wow,reactions_haha,reactions_sad,reactions_angry,reactions_thankful,reactions_pride,reactions_care
2020-10-20T07:00:55+0000,False,225292010874776_4447875081949760,3,44,0,0,13,0,0,0,0,0
2020-10-17T07:08:15+0000,False,225292010874776_4370686173001985,11,138,3,1,68,0,0,0,0,0
2020-10-16T06:53:00+0000,False,225292010874776_4431539926916609,1,96,2,0,0,0,0,0,0,0
2020-10-14T06:23:38+0000,False,225292010874776_4424904027580199,6,43,1,0,0,0,0,0,0,0
2020-10-12T07:00:02+0000,False,225292010874776_4413044685432800,4,141,12,0,0,0,0,0,0,0
2020-10-10T07:12:22+0000,False,225292010874776_4403741039696498,1,44,1,0,0,0,0,0,0,0
2020-10-09T07:00:25+0000,False,225292010874776_4376753665728569,10,87,0,10,1,0,0,0,0,0
2020-10-07T05:42:34+0000,False,225292010874776_4389324001138202,5,86,2,3,0,0,0,0,0,0
2020-10-05T06:47:00+0000,False,225292010874776_4376221395781796,8,168,2,1,0,0,0,0,0,0
2020-10-04T15:33:45+0000,False,225292010874776_4375999342470668,0,29,0,1,0,0,0,0,0,0
2020-10-03T15:45:52+0000,False,225292010874776_4370842412986361,6,146,1,7,180,0,1,0,0,0
2020-10-02T07:00:03+0000,False,225292010874776_4360943523976250,18,142,5,1,0,0,0,0,0,0
2020-09-30T06:38:33+0000,False,225292010874776_4353153511421918,3,87,2,1,0,0,0,0,0,0
2020-09-28T07:00:49+0000,False,225292010874776_4340978809306055,2,45,0,2,0,0,0,0,0,0
2020-09-26T07:00:02+0000,False,225292010874776_4331334616937141,27,211,6,16,44,0,0,0,0,0
2020-09-23T06:22:05+0000,False,225292010874776_4315433681860568,176,862,25,1,372,1,0,0,0,0
2020-09-22T07:00:02+0000,False,225292010874776_4310054725731797,16,140,4,2,21,2,0,0,0,0
2020-09-21T13:49:30+0000,False,225292010874776_4308712979199305,17,164,2,3,124,0,0,0,0,0
2020-09-19T16:55:02+0000,False,225292010874776_4299419780128625,0,0,0,0,0,0,0,0,0,0
2020-09-18T09:31:30+0000,False,225292010874776_4292632927473977,13,166,0,21,61,0,0,0,0,0
2020-09-16T06:22:00+0000,False,225292010874776_4280353988701871,9,129,3,2,1,0,0,0,0,0
2020-09-14T07:00:01+0000,False,225292010874776_4268844369852833,12,192,12,2,1,0,0,0,0,0
2020-09-11T06:49:00+0000,False,225292010874776_4234542193283051,54,286,0,11,182,0,0,0,0,0
2020-09-09T06:35:44+0000,False,225292010874776_4246496485420955,9,106,2,0,0,0,0,0,0,0
2020-09-07T07:00:21+0000,False,225292010874776_4234122473325023,4,34,0,3,0,0,0,0,0,0
2020-09-04T07:00:27+0000,False,225292010874776_4197184057018865,0,58,3,1,0,0,0,0,0,0
2020-09-02T04:00:01+0000,False,225292010874776_4205802476157023,1,19,1,0,0,0,0,0,0,0
2020-08-31T03:46:11+0000,False,225292010874776_4200775709993033,6,92,18,1,0,0,1,0,0,0
2020-08-28T03:46:13+0000,False,225292010874776_4185958334808104,34,125,3,9,31,0,0,0,0,0
2020-08-27T02:35:37+0000,False,225292010874776_4180591135344824,0,3,0,0,0,0,0,0,0,0
2020-08-26T06:53:50+0000,False,225292010874776_4176418035762134,3,84,3,2,0,0,0,0,0,0
2020-08-24T07:00:22+0000,False,225292010874776_4157925427611395,11,63,0,7,0,2,0,0,0,0
2020-08-21T06:17:00+0000,False,225292010874776_4151325548271383,9,103,0,8,2,6,1,0,0,0
2020-08-19T06:12:39+0000,False,225292010874776_4141304309273507,2,34,0,4,1,0,0,0,0,0
2020-08-17T07:00:19+0000,False,225292010874776_4131576703579601,12,52,1,1,0,0,0,0,0,0
2020-08-14T06:14:24+0000,False,225292010874776_4117683478302257,8,122,8,1,0,0,0,0,0,0
2020-08-12T03:45:50+0000,False,225292010874776_4109728959097709,8,77,2,1,0,0,0,0,0,0
2020-08-10T07:00:37+0000,False,225292010874776_4098790423524896,1,60,0,2,12,0,0,0,0,0
2020-08-08T09:01:46+0000,False,225292010874776_4092218397515432,3,30,5,0,0,0,0,0,0,0
2020-08-06T06:19:47+0000,False,225292010874776_4080989221971683,10,63,1,2,7,0,0,0,0,0
2020-08-04T07:00:07+0000,False,225292010874776_4070745172996088,4,58,0,0,0,0,0,0,0,0
2020-07-31T04:03:52+0000,False,225292010874776_4053853228018616,4,40,1,5,5,0,0,0,0,0
2020-07-29T06:25:00+0000,False,225292010874776_4037474942989778,31,168,27,0,5,0,0,0,0,0
2020-07-27T07:00:46+0000,False,225292010874776_4035847123152560,8,55,0,8,0,0,0,0,0,0
2020-07-24T07:53:07+0000,False,225292010874776_4022190857851520,2,67,1,1,0,0,0,0,0,0
2020-07-22T03:51:00+0000,False,225292010874776_4011511078919498,4,84,2,4,0,0,0,0,0,0
2020-07-20T07:30:09+0000,False,225292010874776_4002027073201232,1,44,0,16,0,0,0,0,0,0
2020-07-17T09:06:35+0000,False,225292010874776_3991025637634709,6,49,1,0,0,0,0,0,0,0
2020-07-15T04:00:23+0000,False,225292010874776_3979613145442625,0,23,0,0,0,0,0,0,0,0
2020-07-13T07:00:05+0000,False,225292010874776_3970271873043419,2,42,0,4,0,0,0,0,0,0
2020-07-10T07:08:18+0000,False,225292010874776_3959353230801950,17,288,12,7,2,0,0,0,0,0
2020-07-10T06:25:33+0000,False,225292010874776_3959361000801173,0,1,0,0,0,0,0,0,0,0
2020-07-08T04:00:33+0000,False,225292010874776_3946713348732605,3,58,0,7,1,0,0,0,0,0
2020-07-06T07:50:11+0000,False,225292010874776_3942198259184114,14,184,17,2,0,0,0,0,0,0
2020-07-03T07:37:13+0000,False,225292010874776_3929400273797246,12,62,0,7,1,5,0,0,0,0
2020-07-01T08:29:32+0000,False,225292010874776_3921033351300605,7,70,2,0,5,0,0,0,0,0
2020-06-29T12:16:03+0000,False,225292010874776_3913434888727118,3,71,5,0,0,0,0,0,0,0
2020-06-29T07:00:01+0000,False,225292010874776_607726293200560,0,27,1,0,0,0,0,0,0,0
2020-06-26T06:26:17+0000,False,225292010874776_3899495736787700,4,112,7,0,7,0,0,0,0,0
2020-06-24T06:36:16+0000,False,225292010874776_3890953274308613,10,91,0,10,0,1,0,0,0,0
2020-06-23T03:54:24+0000,False,225292010874776_3886127554791185,2,42,0,0,0,1,0,0,0,0
2020-06-22T06:51:07+0000,False,225292010874776_3882449018492372,0,23,2,0,0,0,0,0,0,0
2020-06-20T03:46:18+0000,False,225292010874776_3873442306059710,1,42,1,0,0,0,0,0,0,0
2020-06-19T04:31:16+0000,False,225292010874776_3869331813137426,46,457,36,15,5,0,0,0,0,0
2020-06-18T01:06:14+0000,False,225292010874776_3861330910604183,1,93,1,2,0,0,0,0,0,0
2020-06-17T06:41:47+0000,False,225292010874776_3861293773941230,44,253,14,13,2,0,0,0,0,0
2020-06-15T13:47:25+0000,False,225292010874776_3854231391314135,14,122,12,4,0,0,0,0,0,0
2020-06-14T18:37:58+0000,False,225292010874776_1127189117653935,0,11,0,0,0,0,0,0,0,0
2020-06-12T04:10:07+0000,False,225292010874776_3840400426030565,1,70,0,7,0,0,0,0,0,0
2020-06-10T03:29:09+0000,False,225292010874776_3832114956859112,56,257,17,48,4,1,0,0,0,0
2020-06-08T08:01:11+0000,False,225292010874776_3824694027601205,14,138,9,0,0,0,0,0,0,0
2020-06-05T07:26:45+0000,False,225292010874776_3812103475526927,28,143,6,2,0,0,0,0,0,0
2020-06-04T07:23:20+0000,False,225292010874776_3807943625942912,5,74,1,1,0,0,0,0,0,0
2020-06-03T07:36:46+0000,False,225292010874776_3803729333031008,6,43,2,0,0,0,0,0,0,0
2020-06-01T08:20:02+0000,False,225292010874776_3795812570489351,6,71,3,1,13,0,0,0,0,0
2020-05-29T07:36:07+0000,False,225292010874776_3784374071633201,60,217,18,6,26,0,0,0,0,0
2020-05-27T17:27:59+0000,False,225292010874776_3778465155557426,15,170,0,7,0,16,0,0,0,0
2020-05-27T07:15:45+0000,False,225292010874776_3776758365728105,8,168,2,8,0,162,1,0,0,0
2020-05-25T08:11:26+0000,False,225292010874776_3769602419777033,13,95,0,0,0,0,0,0,0,0
2020-05-22T07:30:26+0000,False,225292010874776_3758573810879894,1,21,0,3,0,0,0,0,0,0
2020-05-20T08:14:00+0000,False,225292010874776_3751378094932799,8,79,3,2,8,0,0,0,0,0
2020-05-18T08:08:12+0000,False,225292010874776_3743762325694376,31,130,6,6,0,0,0,0,0,0
2020-05-16T14:39:52+0000,False,225292010874776_3734580849945857,0,0,0,0,0,0,0,0,0,0
2020-05-16T10:01:36+0000,False,225292010874776_3733441166726492,23,92,1,6,36,0,0,0,0,0
2020-05-16T09:50:14+0000,False,225292010874776_3740526272684648,23,92,1,6,36,0,0,0,0,0
2020-05-15T07:52:17+0000,False,225292010874776_3728139080590034,6,107,11,0,0,0,0,0,0,0
2020-05-14T07:17:55+0000,False,225292010874776_3723550117715597,26,152,17,6,2,0,0,0,0,0
2020-05-13T06:38:37+0000,False,225292010874776_3718817011522241,7,39,1,0,0,0,0,0,0,0
2020-05-11T03:58:55+0000,False,225292010874776_3711361632267779,2,20,0,18,0,1,10,0,0,0
2020-05-08T07:43:09+0000,False,225292010874776_3700966619973947,1,45,2,0,0,0,0,0,0,0
2020-05-06T03:21:51+0000,False,225292010874776_3693314544072488,7,58,6,0,0,0,0,0,0,0
2020-05-04T10:14:15+0000,False,225292010874776_3687117108025565,0,7,0,0,0,0,0,0,0,0
2020-05-04T10:12:04+0000,False,225292010874776_3687112668026009,0,0,0,0,0,0,0,0,0,0
2020-05-04T02:37:03+0000,False,225292010874776_3686180558119220,9,150,2,11,8,0,0,0,0,0
2020-05-01T05:49:27+0000,False,225292010874776_3675986249138651,0,21,0,0,0,0,0,0,0,0
2020-04-30T03:03:48+0000,False,225292010874776_3672063486197594,16,153,16,5,2,0,0,0,0,0
2020-04-29T06:03:41+0000,False,225292010874776_3668946686509274,3,35,0,0,0,0,0,0,0,0
2020-04-28T14:20:58+0000,False,225292010874776_2984945131591096,0,8,0,0,0,0,0,0,0,0
2020-04-28T13:55:42+0000,False,225292010874776_618208845429090,0,6,1,0,0,0,0,0,0,0
2020-04-27T06:49:52+0000,False,225292010874776_3662238437180099,6,109,9,0,0,0,0,0,0,0
2020-04-24T04:22:15+0000,False,225292010874776_3651364551600821,0,23,1,1,0,0,0,0,0,0
2020-04-22T02:43:38+0000,False,225292010874776_3643603589043584,1,56,2,1,0,0,0,0,0,0
2020-04-20T07:45:04+0000,False,225292010874776_3637499672987309,7,133,3,18,0,0,0,0,0,0
2020-04-17T03:41:29+0000,False,225292010874776_3626561527414457,0,20,0,3,0,0,0,0,0,0
2020-04-15T03:29:46+0000,False,225292010874776_3619769858093624,9,106,3,2,0,0,0,0,0,0
2020-04-14T04:22:50+0000,False,225292010874776_3616519325085344,1,133,2,0,0,0,0,0,0,0
2020-04-13T05:48:10+0000,False,225292010874776_3613348212069122,11,88,5,1,1,0,0,0,0,0
2020-04-10T07:10:50+0000,False,225292010874776_3603232116414065,4,32,1,1,2,0,0,0,0,0
2020-04-09T16:41:58+0000,False,225292010874776_3601231286614148,11,250,25,0,0,0,0,0,0,0
2020-04-08T09:08:13+0000,False,225292010874776_3596780250392585,6,76,1,3,1,0,0,0,0,0
2020-04-06T08:08:03+0000,False,225292010874776_3589960177741259,1,29,1,0,3,0,0,0,0,0
2020-04-05T10:04:26+0000,False,225292010874776_3586740641396546,2,129,0,1,0,0,0,0,0,0
2020-04-03T09:31:00+0000,False,225292010874776_3579987105405233,3,47,2,0,0,0,0,0,0,0
2020-04-02T11:10:37+0000,False,225292010874776_3576815732389037,2,186,11,0,0,0,0,0,0,0
2020-04-01T08:23:32+0000,False,225292010874776_3573064222764188,6,61,9,0,0,0,0,0,0,0
2020-03-31T09:13:10+0000,False,225292010874776_3569698269767450,6,56,0,35,0,5,17,0,0,0
2020-03-30T09:26:09+0000,False,225292010874776_3566366313433979,30,144,9,7,0,3,0,0,0,0
2020-03-27T08:51:09+0000,False,225292010874776_3555832664487344,7,49,0,0,0,0,0,0,0,0
2020-03-25T08:51:53+0000,False,225292010874776_3549011625169448,7,63,1,1,1,0,0,0,0,0
2020-03-23T08:34:26+0000,False,225292010874776_3542168759187068,12,140,3,3,0,0,0,0,0,0
2020-03-20T11:43:07+0000,False,225292010874776_3532066313530646,4,24,0,0,0,0,0,0,0,0
2020-03-20T08:00:00+0000,False,225292010874776_3529846650419279,8,67,3,0,0,0,0,0,0,0
2020-03-18T10:29:06+0000,False,225292010874776_3524261254311152,5,94,1,7,0,0,0,0,0,0
2020-03-17T16:27:47+0000,False,225292010874776_3521597471244197,5,86,1,1,1,0,0,0,0,0
2020-03-16T08:32:50+0000,False,225292010874776_3516863618384249,27,152,3,17,114,0,0,0,0,0
2020-03-15T19:41:31+0000,False,225292010874776_3515267058543905,111,925,16,8,9,1,0,0,0,0
2020-03-15T17:06:17+0000,False,225292010874776_3514872818583329,83,333,3,22,0,8,0,0,0,0
2020-03-13T09:26:01+0000,False,225292010874776_3507189746018303,1,27,1,0,0,0,0,0,0,0
2020-03-12T16:14:56+0000,False,225292010874776_3505113916225886,9,90,0,2,0,0,0,0,0,0
2020-03-11T09:00:57+0000,False,225292010874776_3500919363312008,21,134,1,3,0,0,0,0,0,0
2020-03-09T08:33:33+0000,False,225292010874776_3494455860625025,4,85,2,2,0,0,0,0,0,0
2020-03-06T12:49:47+0000,False,225292010874776_3485397444864200,0,20,1,0,0,0,0,0,0,0
2020-03-04T10:32:04+0000,False,225292010874776_3478612325542712,0,25,1,0,0,0,0,0,0,0
2020-03-02T12:33:31+0000,False,225292010874776_3472513462819265,49,218,3,4,0,0,0,0,0,0
2020-03-01T13:03:59+0000,False,225292010874776_3469463336457611,3,29,3,0,0,0,0,0,0,0
2020-02-29T19:16:43+0000,False,225292010874776_3467201156683829,1,37,1,0,0,0,0,0,0,0
2020-02-29T19:13:33+0000,False,225292010874776_407125520141914,0,11,0,0,0,0,0,0,0,0
2020-02-29T19:12:23+0000,False,225292010874776_224619601993845,0,5,0,0,0,0,0,0,0,0
2020-02-29T19:09:21+0000,False,225292010874776_2575611726050989,0,8,0,0,0,0,0,0,0,0
2020-02-28T09:04:37+0000,False,225292010874776_3462218767182068,2,74,2,2,1,0,0,0,0,0
2020-02-26T08:18:51+0000,False,225292010874776_3455969721140306,19,95,3,2,0,0,0,0,0,0
2020-02-24T11:54:07+0000,False,225292010874776_3450348018369143,3,36,0,0,0,0,0,0,0,0
2020-02-24T09:05:18+0000,False,225292010874776_3450007628403182,1,32,0,0,7,0,0,0,0,0
2020-02-21T09:40:22+0000,False,225292010874776_3440644299339515,4,36,0,10,1,0,0,0,0,0
2020-02-20T09:20:01+0000,False,225292010874776_3437412322996046,0,59,12,2,0,0,0,0,0,0
2020-02-19T08:00:15+0000,False,225292010874776_3418460921557853,21,152,6,2,0,0,0,0,0,0
2020-02-17T08:00:55+0000,False,225292010874776_3419737038096908,0,32,2,0,0,0,0,0,0,0
2020-02-14T10:39:15+0000,False,225292010874776_3418439778226634,11,86,1,1,0,0,0,0,0,0
2020-02-12T09:57:19+0000,False,225292010874776_3412067102197235,11,100,3,4,44,3,0,0,0,0
2020-02-10T08:57:47+0000,False,225292010874776_3405766436160635,10,176,3,2,0,0,0,0,0,0
2020-02-07T07:57:49+0000,False,225292010874776_3396273593776586,21,219,16,3,3,0,0,0,0,0
2020-02-05T08:33:10+0000,False,225292010874776_3389817977755481,12,46,0,0,1,0,0,0,0,0
2020-02-03T08:47:59+0000,False,225292010874776_3383638505040095,3,101,1,5,0,0,0,0,0,0
2020-01-31T08:00:52+0000,False,225292010874776_3374478272622785,10,91,2,1,5,0,0,0,0,0
2020-01-30T10:55:15+0000,False,225292010874776_3371784809558798,7,287,7,0,0,0,0,0,0,0
2020-01-29T09:31:06+0000,False,225292010874776_3368667996537146,26,99,2,2,0,0,0,0,0,0
2020-01-27T10:12:55+0000,False,225292010874776_3362914247112521,17,150,5,3,0,13,0,0,0,0
2020-01-24T00:03:39+0000,False,225292010874776_3352927624777850,20,226,2,0,1,0,0,0,0,0
2020-01-22T07:56:28+0000,False,225292010874776_3348004171936862,18,67,3,1,0,0,0,0,0,0
2020-01-20T07:08:14+0000,False,225292010874776_3342303882506891,2,58,1,2,0,1,0,0,0,0
2020-01-17T08:43:38+0000,False,225292010874776_3333707443366535,3,69,6,0,0,0,0,0,0,0
2020-01-15T10:49:34+0000,False,225292010874776_3327844867286126,2,82,1,0,0,0,0,0,0,0
2020-01-13T06:49:35+0000,False,225292010874776_3321125587958054,9,92,11,2,0,0,0,0,0,0
2020-01-10T01:08:35+0000,False,225292010874776_3310990682304878,1,84,5,3,0,0,0,0,0,0
2020-01-09T06:08:00+0000,False,225292010874776_3308477335889546,0,13,0,0,0,0,0,0,0,0
2020-01-08T02:54:53+0000,False,225292010874776_3305026109568002,1,81,3,0,0,0,0,0,0,0
2020-01-06T02:13:40+0000,False,225292010874776_3298375403566406,6,93,4,2,0,0,0,0,0,0
2020-01-03T03:53:19+0000,False,225292010874776_3289287794475167,3,43,0,2,0,0,0,0,0,0
2020-01-01T02:35:30+0000,False,225292010874776_3282690741801539,1,158,10,0,0,0,0,0,0,0
